Segmento,Modelo do Avião,Quantidade entregue,Ano de fabricação,Ano de entrega,Quantidade de Motores,Tamanho do tanque (litros),Peso do avião vazio ,Custo de combustível - AVGAS (pré pandemia),Custo de combustível AVGAS (pós pandemia),Custo de combustível - querosene ,Custo de combustível - querosene (póspandemia),Cliente,Origem,Destino,Distância (km),Autonomia (km),Parada para reabastecer,Frete (pre pandemia - AVGAS) ,Frete (pos pandemia - AVGAS),Frete - QAV,Frete (pos pandemia - QAV),Custo total AVGAs,Custo total QAV
Aviação Comercial,EMBRAER 175 (E175),33,2021,2022,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",TAME,São José dos Campos,Equador,4212,4074,1,"R$ 104.850,56","R$ 128.616,69","R$ 103.811,38","R$ 107.180,57","R$ 4.244.350,70","R$ 3.425.775,38"
Aviação Comercial,EMBRAER 175 (E175),2,2021,2022,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",KLM,São José dos Campos,Países Baixos,9731,4074,2,"R$ 157.275,84","R$ 192.925,03","R$ 155.717,06","R$ 160.770,86","R$ 385.850,06","R$ 311.434,13"
Aviação Comercial,EMBRAER 190 (E190),3,2021,2022,2,16153,28080,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Kenya Airways,São José dos Campos,Quênia,9367,4537,2,"R$ 218.067,87","R$ 267.496,59","R$ 215.906,58","R$ 222.913,82","R$ 802.489,76","R$ 647.719,73"
Aviação Comercial,EMBRAER 190-E2 (E190-E2),1,2021,2022,2,17049,28000,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Belavia,São José dos Campos,Bielorrússia,11066,5278,2,"R$ 230.155,67","R$ 282.324,28","R$ 227.874,57","R$ 235.270,24","R$ 282.324,28","R$ 227.874,57"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),3,2021,2022,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Taca,São José dos Campos,El Salvador,6227,4800,1,"R$ 153.437,11","R$ 188.216,19","R$ 151.916,38","R$ 156.846,82","R$ 564.648,57","R$ 455.749,14"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),7,2021,2022,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Royal Jordanian,São José dos Campos,Jordânia,10590,4800,2,"R$ 230.155,67","R$ 282.324,28","R$ 227.874,57","R$ 235.270,24","R$ 1.976.269,99","R$ 1.595.121,98"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),2,2021,2022,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Overland Airways,São José dos Campos,Nigéria,6930,4800,1,"R$ 153.437,11","R$ 188.216,19","R$ 151.916,38","R$ 156.846,82","R$ 376.432,38","R$ 303.832,76"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),6,2021,2022,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Air Kiribati,São José dos Campos,Quiribáti,12272,4800,2,"R$ 230.155,67","R$ 282.324,28","R$ 227.874,57","R$ 235.270,24","R$ 1.693.945,71","R$ 1.367.247,41"
Aviação Executiva,Phenom 100,4,2021,2022,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Lufthansa,São José dos Campos,Alemanha,9923,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 47.855,32","R$ 49.408,47","R$ 237.160,65","R$ 191.421,30"
Aviação Executiva,Phenom 100,1,2021,2022,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Aeromexico,São José dos Campos,México,8030,2182,3,"R$ 38.667,50","R$ 47.432,13","R$ 38.284,26","R$ 39.526,77","R$ 47.432,13","R$ 38.284,26"
Aviação Executiva,Phenom 100,1,2021,2022,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Luxair,São José dos Campos,Luxemburgo,9595,2182,4,"R$ 48.334,37","R$ 59.290,16","R$ 47.855,32","R$ 49.408,47","R$ 59.290,16","R$ 47.855,32"
Aviação Executiva,Phenom 100,1,2021,2022,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Binter Canarias,São José dos Campos,Espanha,8310,2182,3,"R$ 38.667,50","R$ 47.432,13","R$ 38.284,26","R$ 39.526,77","R$ 47.432,13","R$ 38.284,26"
Aviação Executiva,Phenom 300,4,2021,2022,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Saudi Arabian Airlines,São José dos Campos,Arábia Saudita,11114,3650,3,"R$ 41.626,40","R$ 51.061,72","R$ 41.213,84","R$ 42.551,43","R$ 204.246,87","R$ 164.855,35"
Aviação Executiva,Phenom 300,3,2021,2022,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Luxair,São José dos Campos,Luxemburgo,9595,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 30.910,38","R$ 31.913,57","R$ 114.888,87","R$ 92.731,13"
Aviação Executiva,Phenom 300,9,2021,2022,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Air Moldova,São José dos Campos,Moldávia,10777,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 30.910,38","R$ 31.913,57","R$ 344.666,60","R$ 278.193,40"
Aviação Executiva,Phenom 300,22,2021,2022,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Royal Jordanian,São José dos Campos,Jordânia,10590,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 30.910,38","R$ 31.913,57","R$ 842.518,36","R$ 680.028,31"
Aviação Executiva,Phenom 300,11,2021,2022,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Saudi Arabian Airlines,São José dos Campos,Arábia Saudita,11114,3650,3,"R$ 41.626,40","R$ 51.061,72","R$ 41.213,84","R$ 42.551,43","R$ 561.678,90","R$ 453.352,21"
Aviação Executiva,Phenom 300,2,2021,2022,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Dniproavia,São José dos Campos,Ucrânia,11012,3650,3,"R$ 41.626,40","R$ 51.061,72","R$ 41.213,84","R$ 42.551,43","R$ 102.123,44","R$ 82.427,67"
Aviação Executiva,Phenom 300,7,2021,2022,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Petro Air,São José dos Campos,Líbia,8736,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 30.910,38","R$ 31.913,57","R$ 268.074,02","R$ 216.372,64"
Aviação Executiva,Phenom 300,1,2021,2022,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Mauritânia Airlines,São José dos Campos,Mauritânia,6203,3650,1,"R$ 20.813,20","R$ 25.530,86","R$ 20.606,92","R$ 21.275,72","R$ 25.530,86","R$ 20.606,92"
Aviação Executiva,Praetor 500,4,2021,2022,2,6660,9260,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",TAME,São José dos Campos,Equador,4212,5790,0,"R$ 29.970,11","R$ 36.763,34","R$ 29.673,07","R$ 30.636,11","R$ 147.053,35","R$ 118.692,30"
Aviação Executiva,Praetor 500,9,2021,2022,2,6660,9260,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",CIAF,São José dos Campos,Egito,9932,5790,1,"R$ 59.940,22","R$ 73.526,68","R$ 59.346,15","R$ 61.272,23","R$ 661.740,08","R$ 534.115,35"
Aviação Executiva,Praetor 500,2,2021,2022,2,6660,9260,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Air Caraibes,São José dos Campos,Guadalupe,4706,5790,0,"R$ 29.970,11","R$ 36.763,34","R$ 29.673,07","R$ 30.636,11","R$ 73.526,68","R$ 59.346,15"
Aviação Executiva,Praetor 600,9,2021,2022,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Regional,São José dos Campos,França,9108,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 200.687,20","R$ 207.200,50","R$ 2.237.765,38","R$ 1.806.184,76"
Aviação Executiva,Praetor 600,9,2021,2022,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Lufthansa,São José dos Campos,Alemanha,9923,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 200.687,20","R$ 207.200,50","R$ 2.237.765,38","R$ 1.806.184,76"
Aviação Executiva,Praetor 600,1,2021,2022,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Air Astana,São José dos Campos,Cazaquistão,13569,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 200.687,20","R$ 207.200,50","R$ 248.640,60","R$ 200.687,20"
Aviação Executiva,Praetor 600,2,2021,2022,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 4,46","R$ 4,60",Mauritânia Airlines,São José dos Campos,Mauritânia,6203,7223,0,"R$ 101.348,07","R$ 124.320,30","R$ 100.343,60","R$ 103.600,25","R$ 248.640,60","R$ 200.687,20"
Aviação Comercial,EMBRAER 175 (E175),2,2022,2023,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Aeromexico,São José dos Campos,México,8030,4074,1,"R$ 104.850,56","R$ 128.616,69","R$ 102.492,59","R$ 107.180,57","R$ 257.233,38","R$ 204.985,18"
Aviação Comercial,EMBRAER 175 (E175),16,2022,2023,2,11650,21810,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Hainan,São José dos Campos,China,16805,4074,4,"R$ 262.126,40","R$ 321.541,72","R$ 256.231,47","R$ 267.951,43","R$ 5.144.667,51","R$ 4.099.703,52"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),17,2022,2023,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",NAC / Aldus,São José dos Campos,Irlanda,9254,4800,1,"R$ 153.437,11","R$ 188.216,19","R$ 149.986,48","R$ 156.846,82","R$ 3.199.675,22","R$ 2.549.770,18"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),1,2022,2023,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",TAME,São José dos Campos,Equador,4212,4800,0,"R$ 76.718,56","R$ 94.108,09","R$ 74.993,24","R$ 78.423,41","R$ 94.108,09","R$ 74.993,24"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),1,2022,2023,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",NAS Air,São José dos Campos,Arábia Saudita,11114,4800,2,"R$ 230.155,67","R$ 282.324,28","R$ 224.979,72","R$ 235.270,24","R$ 282.324,28","R$ 224.979,72"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),1,2022,2023,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Taca,São José dos Campos,El Salvador,6227,4800,1,"R$ 153.437,11","R$ 188.216,19","R$ 149.986,48","R$ 156.846,82","R$ 188.216,19","R$ 149.986,48"
Aviação Comercial,EMBRAER 195-E2 (E195-E2),1,2022,2023,2,17049,28970,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Cirrus,São José dos Campos,Alemanha,9923,4800,2,"R$ 230.155,67","R$ 282.324,28","R$ 224.979,72","R$ 235.270,24","R$ 282.324,28","R$ 224.979,72"
Aviação Executiva,Phenom 100,4,2022,2023,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",BOC Aviation,São José dos Campos,Singapura,15933,2182,7,"R$ 77.334,99","R$ 94.864,26","R$ 75.595,82","R$ 79.053,55","R$ 379.457,04","R$ 302.383,26"
Aviação Executiva,Phenom 100,1,2022,2023,2,2148,3190,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Finnair,São José dos Campos,Finlândia,11359,2182,5,"R$ 58.001,25","R$ 71.148,19","R$ 56.696,86","R$ 59.290,16","R$ 71.148,19","R$ 56.696,86"
Aviação Executiva,Phenom 300,7,2022,2023,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",EgyptAir,São José dos Campos,Egito,9932,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 30.517,70","R$ 31.913,57","R$ 268.074,02","R$ 213.623,91"
Aviação Executiva,Phenom 300,14,2022,2023,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Suzuyo,São José dos Campos,Japão,18506,3650,5,"R$ 62.439,60","R$ 76.592,58","R$ 61.035,40","R$ 63.827,15","R$ 1.072.296,09","R$ 854.495,66"
Aviação Executiva,Phenom 300,2,2022,2023,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Regional,São José dos Campos,França,9108,3650,2,"R$ 31.219,80","R$ 38.296,29","R$ 30.517,70","R$ 31.913,57","R$ 76.592,58","R$ 61.035,40"
Aviação Executiva,Phenom 300,15,2022,2023,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Oman Air,São José dos Campos,Omã,12076,3650,3,"R$ 41.626,40","R$ 51.061,72","R$ 40.690,27","R$ 42.551,43","R$ 765.925,78","R$ 610.354,04"
Aviação Executiva,Phenom 300,1,2022,2023,2,2313,10800,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Airnorth,São José dos Campos,Austrália,14613,3650,4,"R$ 52.033,00","R$ 63.827,15","R$ 50.862,84","R$ 53.189,29","R$ 63.827,15","R$ 50.862,84"
Aviação Executiva,Praetor 500,9,2022,2023,2,6660,9260,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Finnair,São José dos Campos,Finlândia,11359,5790,1,"R$ 59.940,22","R$ 73.526,68","R$ 58.592,24","R$ 61.272,23","R$ 661.740,08","R$ 527.330,12"
Aviação Executiva,Praetor 500,1,2022,2023,2,6660,9260,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",KunPeng,São José dos Campos,China,16805,5790,2,"R$ 89.910,34","R$ 110.290,01","R$ 87.888,35","R$ 91.908,34","R$ 110.290,01","R$ 87.888,35"
Aviação Executiva,Praetor 600,10,2022,2023,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Helvetic,São José dos Campos,Suíça,9484,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 198.137,73","R$ 207.200,50","R$ 2.486.405,98","R$ 1.981.377,29"
Aviação Executiva,Praetor 600,1,2022,2023,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Austral,São José dos Campos,Argentina,2386,7223,0,"R$ 101.348,07","R$ 124.320,30","R$ 99.068,86","R$ 103.600,25","R$ 124.320,30","R$ 99.068,86"
Aviação Executiva,Praetor 600,1,2022,2023,2,22522,11106,"R$ 4,50","R$ 5,52","R$ 4,40","R$ 4,60",Aircastle,São José dos Campos,EUA,8490,7223,1,"R$ 202.696,14","R$ 248.640,60","R$ 198.137,73","R$ 207.200,50","R$ 248.640,60","R$ 198.137,73"
